col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Electronics,215,451,Clothing,359,763,Sports,661,614,Home,828,553,Sports,915,499,Home,383,210,Sports,25,500,Sports,410,303,Clothing,474,992,Home,539,35,Electronics,500,185,Clothing,23,998,Sports,351,410,Books,348,52,Books,672,887,Home,881,77,Sports,181
Electronics,251,416,Electronics,106,618,Electronics,480,132,Clothing,905,401,Books,891,792,Electronics,520,973,Home,221,889,Books,22,2,Sports,69,810,Sports,916,58,Home,175,989,Books,937,822,Electronics,717,402,Books,666,998,Sports,725,693,Electronics,820,416,Sports,476
Electronics,216,657,Clothing,189,809,Sports,960,452,Electronics,106,133,Books,221,547,Sports,418,157,Books,658,976,Home,408,483,Clothing,162,978,Books,323,662,Home,182,4,Books,787,842,Electronics,353,801,Sports,760,983,Home,526,386,Sports,398,911,Home,403
Electronics,29,445,Books,987,711,Clothing,261,274,Books,890,5,Home,736,797,Electronics,515,796,Clothing,733,967,Clothing,62,945,Electronics,181,802,Home,7,740,Books,996,120,Home,707,449,Sports,465,175,Electronics,901,572,Clothing,992,731,Clothing,961,389,Electronics,859
Clothing,102,618,Home,529,337,Books,546,1,Books,4,885,Books,156,880,Electronics,49,688,Sports,39,427,Sports,995,907,Clothing,131,874,Electronics,749,614,Sports,768,812,Clothing,770,933,Home,150,507,Sports,566,426,Sports,879,250,Sports,621,369,Books,870
Books,123,325,Sports,50,792,Home,521,544,Home,245,713,Books,645,974,Clothing,915,126,Clothing,757,8,Clothing,928,918,Sports,989,113,Electronics,507,895,Electronics,748,530,Electronics,823,859,Electronics,258,322,Clothing,724,300,Electronics,6,249,Clothing,563,60,Home,710
Home,54,523,Sports,249,148,Electronics,806,661,Books,990,75,Books,171,227,Books,980,564,Electronics,488,563,Clothing,449,777,Sports,786,939,Clothing,715,247,Clothing,32,704,Home,899,742,Electronics,979,48,Sports,684,592,Sports,222,236,Sports,656,455,Clothing,449
Clothing,283,166,Books,410,615,Electronics,43,166,Electronics,860,998,Clothing,369,964,Clothing,114,242,Books,809,852,Electronics,414,49,Home,798,580,Books,111,766,Books,575,169,Home,671,318,Clothing,878,558,Books,891,453,Books,403,389,Sports,9,39,Home,103
Electronics,614,708,Clothing,391,411,Clothing,96,410,Books,789,944,Home,12,338,Books,750,324,Electronics,490,378,Clothing,653,301,Electronics,249,648,Electronics,929,408,Electronics,513,471,Sports,151,116,Home,786,458,Books,557,159,Home,541,777,Clothing,702,768,Electronics,473
Clothing,117,743,Electronics,379,514,Sports,394,297,Home,140,896,Clothing,837,688,Clothing,167,987,Sports,158,603,Electronics,875,115,Electronics,320,409,Sports,316,866,Clothing,398,168,Sports,657,334,Sports,347,417,Home,249,508,Clothing,900,628,Clothing,882,926,Electronics,436
Sports,616,659,Clothing,227,768,Home,524,689,Home,77,360,Books,801,662,Books,955,292,Clothing,342,593,Books,945,170,Clothing,399,424,Electronics,326,98,Electronics,849,615,Home,672,212,Clothing,237,722,Clothing,141,934,Books,600,460,Clothing,987,523,Electronics,864
Electronics,557,871,Clothing,591,572,Books,355,853,Sports,894,462,Clothing,949,744,Home,579,664,Electronics,186,722,Clothing,436,255,Sports,462,387,Clothing,610,956,Clothing,15,761,Books,399,675,Home,65,514,Clothing,650,783,Home,605,876,Electronics,170,156,Home,579
Home,114,238,Electronics,784,819,Sports,999,93,Sports,50,632,Sports,31,926,Clothing,838,634,Books,736,465,Home,268,44,Books,555,989,Home,234,954,Home,108,860,Home,844,405,Books,133,917,Electronics,276,632,Home,51,28,Books,838,622,Home,169
Electronics,855,983,Sports,213,385,Sports,402,629,Books,653,550,Clothing,665,318,Electronics,751,255,Sports,35,716,Clothing,932,320,Home,68,280,Electronics,193,328,Sports,648,881,Sports,725,25,Books,393,922,Sports,49,831,Books,33,41,Home,848,383,Clothing,629
Home,543,913,Clothing,529,482,Home,471,937,Books,692,774,Sports,391,42,Clothing,546,57,Sports,691,927,Home,952,574,Books,857,76,Books,623,473,Home,445,560,Sports,302,418,Clothing,951,189,Home,67,775,Sports,745,488,Clothing,933,428,Electronics,951
Home,676,13,Home,346,603,Books,652,96,Books,475,698,Electronics,999,235,Electronics,402,984,Books,869,48,Books,765,454,Clothing,596,877,Sports,396,145,Books,519,984,Books,601,489,Books,816,318,Sports,759,736,Clothing,215,335,Books,230,716,Electronics,78
Books,977,731,Home,419,101,Home,287,571,Books,348,782,Home,921,143,Books,662,771,Electronics,477,354,Sports,355,205,Home,856,508,Books,110,432,Home,841,696,Books,496,461,Clothing,282,842,Sports,363,315,Books,601,90,Home,204,196,Sports,885
Books,701,257,Books,763,114,Home,779,900,Sports,978,968,Clothing,157,683,Home,52,301,Clothing,239,256,Books,763,128,Home,894,13,Sports,943,807,Home,871,539,Home,653,132,Sports,424,505,Clothing,598,956,Sports,263,877,Sports,23,526,Home,880
Clothing,293,514,Books,852,262,Electronics,866,141,Electronics,485,734,Electronics,203,777,Home,991,787,Books,54,175,Books,576,353,Electronics,151,4,Home,719,987,Books,54,576,Books,538,469,Clothing,194,176,Clothing,813,407,Clothing,22,391,Electronics,7,258,Electronics,974
Clothing,195,210,Electronics,84,422,Books,283,317,Electronics,208,955,Books,277,532,Home,267,487,Electronics,943,56,Sports,242,803,Electronics,493,884,Sports,113,95,Sports,349,671,Electronics,18,955,Sports,754,26,Clothing,134,548,Clothing,312,965,Books,322,536,Home,361
Home,292,484,Electronics,919,54,Sports,533,563,Electronics,629,449,Sports,56,836,Electronics,706,945,Home,813,963,Home,886,179,Clothing,64,198,Electronics,856,598,Clothing,18,757,Clothing,111,63,Electronics,61,724,Books,964,773,Home,862,458,Home,830,177,Electronics,579
Electronics,887,365,Books,197,188,Home,896,931,Sports,661,345,Clothing,535,833,Sports,700,649,Electronics,232,134,Sports,489,754,Clothing,537,34,Books,819,568,Electronics,677,635,Books,890,753,Clothing,915,529,Home,622,98,Clothing,970,226,Sports,728,236,Electronics,295
Sports,261,225,Clothing,777,539,Clothing,970,767,Electronics,183,525,Electronics,774,185,Sports,280,470,Electronics,105,320,Electronics,984,773,Sports,660,115,Sports,854,259,Books,213,289,Clothing,970,280,Sports,834,322,Sports,315,262,Electronics,187,734,Clothing,813,541,Books,778
Sports,942,996,Sports,983,752,Books,269,603,Electronics,522,667,Electronics,742,402,Clothing,519,250,Home,342,456,Electronics,1,312,Home,768,627,Books,67,388,Clothing,373,948,Home,550,629,Sports,687,465,Books,862,184,Clothing,509,565,Sports,216,309,Electronics,207
Electronics,207,194,Home,530,592,Clothing,762,833,Sports,974,921,Home,727,324,Sports,71,150,Books,367,107,Books,917,483,Home,78,473,Electronics,398,280,Clothing,921,929,Electronics,599,365,Electronics,609,886,Electronics,208,409,Clothing,148,459,Clothing,838,444,Electronics,857
Electronics,564,196,Electronics,221,190,Sports,557,305,Clothing,631,696,Books,74,28,Sports,564,695,Books,565,144,Books,655,166,Books,956,538,Clothing,347,594,Clothing,96,175,Sports,394,801,Books,486,536,Sports,718,771,Home,780,202,Electronics,375,364,Sports,945
Books,49,400,Books,843,831,Books,687,177,Books,92,68,Home,636,711,Sports,344,400,Electronics,451,592,Clothing,97,932,Sports,802,895,Electronics,670,676,Clothing,10,280,Electronics,113,558,Books,543,459,Clothing,338,212,Books,925,876,Home,350,698,Electronics,953
Sports,6,772,Home,747,867,Electronics,281,615,Books,669,699,Clothing,931,270,Sports,499,632,Home,494,413,Books,60,904,Books,225,473,Home,992,355,Books,652,563,Clothing,828,23,Books,412,795,Books,173,399,Home,307,922,Clothing,959,618,Sports,952
Home,379,57,Electronics,176,603,Books,77,654,Clothing,111,239,Books,389,253,Electronics,544,456,Clothing,845,724,Clothing,498,596,Books,209,542,Clothing,816,80,Books,245,128,Books,44,844,Books,780,423,Home,556,474,Sports,632,967,Clothing,462,923,Electronics,412
Clothing,394,969,Electronics,584,547,Sports,745,421,Home,395,763,Clothing,252,808,Home,564,465,Electronics,962,272,Sports,122,18,Clothing,686,543,Sports,981,276,Electronics,321,461,Home,905,942,Home,907,172,Clothing,283,300,Home,643,13,Sports,526,435,Home,78
Books,886,625,Clothing,603,58,Electronics,832,30,Electronics,30,95,Sports,318,764,Books,725,165,Clothing,320,394,Sports,847,458,Sports,634,444,Home,142,842,Home,443,559,Books,829,463,Electronics,893,406,Sports,6,58,Clothing,940,801,Books,438,928,Clothing,247
Sports,224,213,Electronics,322,503,Sports,710,142,Clothing,680,689,Clothing,594,250,Electronics,465,539,Sports,556,253,Electronics,655,562,Home,407,152,Clothing,866,835,Home,986,987,Electronics,973,919,Clothing,972,491,Electronics,134,505,Books,560,707,Clothing,527,446,Books,340
Electronics,23,279,Sports,535,189,Books,355,715,Electronics,475,530,Books,853,370,Sports,32,163,Books,754,407,Electronics,141,236,Electronics,144,369,Home,248,367,Books,339,852,Home,661,873,Sports,195,334,Clothing,220,28,Home,543,625,Sports,651,74,Clothing,667
Sports,657,756,Electronics,725,765,Sports,255,223,Clothing,177,977,Clothing,847,294,Sports,428,163,Electronics,944,929,Electronics,690,732,Books,882,818,Books,904,640,Books,854,514,Home,670,906,Electronics,613,47,Books,145,992,Clothing,385,84,Electronics,713,354,Sports,553
Home,110,380,Sports,394,548,Books,668,505,Books,643,203,Home,716,913,Electronics,793,78,Electronics,201,756,Books,799,60,Clothing,606,296,Books,33,203,Clothing,935,10,Electronics,172,292,Home,351,193,Home,392,87,Clothing,367,7,Electronics,972,989,Home,424
Books,724,117,Clothing,806,870,Electronics,916,860,Electronics,513,844,Electronics,552,826,Books,236,564,Home,39,350,Clothing,384,322,Clothing,904,614,Books,205,237,Clothing,951,259,Home,493,605,Sports,877,933,Books,44,348,Books,948,789,Sports,747,15,Sports,803
Electronics,812,898,Sports,640,604,Books,980,923,Sports,288,3,Clothing,253,359,Home,307,363,Home,961,979,Sports,401,409,Sports,509,82,Clothing,904,92,Books,311,4,Electronics,84,909,Books,166,307,Books,342,568,Home,145,337,Electronics,655,53,Home,239
Home,553,451,Home,571,568,Sports,425,830,Books,295,207,Books,638,946,Sports,943,425,Sports,933,905,Sports,453,577,Electronics,37,386,Sports,980,820,Sports,264,249,Home,133,693,Electronics,804,985,Books,504,760,Electronics,692,903,Clothing,300,480,Clothing,215
Clothing,399,599,Electronics,324,579,Sports,4,511,Books,597,569,Home,199,198,Clothing,609,150,Home,785,929,Home,320,505,Clothing,642,677,Clothing,378,59,Clothing,934,91,Sports,628,177,Sports,882,167,Electronics,677,905,Clothing,913,695,Sports,731,752,Electronics,678
Books,172,410,Books,85,313,Sports,84,3,Books,130,902,Books,476,189,Books,977,662,Clothing,267,985,Sports,897,178,Sports,580,991,Home,705,989,Books,934,642,Sports,205,242,Sports,859,104,Sports,643,400,Books,772,107,Books,801,825,Clothing,154
Home,698,893,Books,741,169,Clothing,709,454,Electronics,714,325,Sports,995,154,Sports,673,628,Home,267,753,Electronics,552,91,Home,790,303,Sports,889,171,Electronics,116,861,Home,659,253,Sports,99,869,Electronics,268,508,Electronics,621,548,Sports,846,319,Books,901
Home,726,367,Sports,887,799,Clothing,214,551,Home,671,799,Electronics,637,627,Clothing,984,843,Home,822,4,Books,921,583,Home,131,337,Books,537,779,Books,867,6,Sports,27,95,Clothing,578,678,Books,369,922,Clothing,86,543,Books,191,663,Sports,796
Electronics,306,775,Clothing,427,131,Clothing,792,275,Clothing,658,776,Home,647,827,Electronics,758,608,Electronics,962,357,Books,967,226,Home,312,194,Electronics,980,465,Home,635,703,Books,685,359,Sports,316,847,Clothing,864,821,Clothing,537,258,Clothing,331,797,Clothing,672
Clothing,564,996,Sports,268,678,Home,657,361,Clothing,135,522,Electronics,402,681,Home,119,475,Home,776,424,Home,690,357,Clothing,604,547,Electronics,865,16,Electronics,757,119,Books,985,313,Books,251,988,Books,591,346,Sports,358,40,Clothing,133,291,Electronics,564
Home,582,812,Sports,112,949,Books,901,98,Sports,773,3,Clothing,816,708,Clothing,38,276,Electronics,654,468,Sports,90,187,Electronics,374,471,Books,320,525,Home,46,136,Electronics,718,495,Electronics,44,254,Electronics,429,971,Clothing,519,419,Books,423,248,Clothing,753
Books,708,929,Sports,628,564,Clothing,57,988,Home,413,12,Electronics,724,220,Sports,753,512,Clothing,814,767,Books,936,938,Sports,695,500,Home,950,952,Electronics,893,619,Sports,160,272,Sports,469,969,Electronics,999,342,Home,607,607,Electronics,848,209,Sports,263
Home,959,113,Home,949,152,Sports,154,460,Books,964,860,Clothing,474,461,Clothing,164,686,Sports,619,487,Home,996,842,Sports,558,162,Clothing,308,523,Sports,789,583,Electronics,52,624,Clothing,126,488,Clothing,934,619,Home,423,654,Home,481,510,Books,134
Sports,954,960,Home,750,922,Sports,612,128,Clothing,558,460,Home,98,610,Electronics,438,34,Sports,836,263,Home,600,100,Electronics,908,768,Home,919,613,Home,328,783,Home,659,331,Books,47,235,Electronics,504,278,Home,573,17,Electronics,639,46,Home,238
Books,151,164,Sports,398,105,Clothing,712,167,Electronics,184,618,Books,231,174,Sports,336,83,Electronics,400,295,Clothing,620,373,Clothing,207,218,Books,918,156,Books,617,158,Sports,94,668,Clothing,669,898,Home,621,716,Home,746,253,Clothing,767,901,Sports,914
Books,428,4,Clothing,52,367,Clothing,969,266,Books,3,350,Home,229,210,Books,25,830,Sports,839,198,Clothing,591,291,Books,954,152,Books,586,333,Electronics,903,543,Sports,650,54,Sports,400,364,Home,767,453,Books,966,40,Electronics,614,608,Clothing,781
Home,621,630,Electronics,84,92,Sports,401,943,Books,141,787,Books,718,152,Clothing,582,778,Home,673,190,Home,225,102,Clothing,796,691,Clothing,674,268,Sports,64,617,Clothing,628,875,Home,845,83,Sports,296,432,Clothing,418,551,Clothing,957,906,Home,919
Electronics,467,23,Books,623,713,Clothing,952,384,Home,67,917,Books,335,350,Books,923,909,Books,857,7,Sports,365,202,Sports,413,914,Books,488,341,Electronics,316,202,Electronics,237,127,Clothing,787,977,Electronics,98,555,Home,988,892,Home,919,96,Books,652
Books,630,921,Home,712,805,Home,520,857,Home,72,209,Electronics,80,626,Electronics,998,371,Books,646,134,Sports,894,701,Books,929,928,Electronics,476,325,Clothing,239,507,Electronics,460,701,Clothing,146,535,Electronics,325,797,Clothing,133,674,Clothing,346,154,Books,628
Sports,877,745,Electronics,731,885,Home,960,151,Clothing,690,14,Books,505,138,Clothing,587,500,Books,948,642,Books,795,272,Sports,251,259,Sports,943,415,Sports,406,855,Books,950,46,Clothing,435,2,Electronics,809,756,Books,359,839,Clothing,272,884,Electronics,800
Electronics,607,602,Home,741,731,Home,965,248,Clothing,115,103,Sports,279,962,Home,29,604,Books,648,75,Books,267,84,Books,165,8,Electronics,586,564,Electronics,792,214,Electronics,440,413,Home,619,510,Home,384,543,Home,661,444,Clothing,622,343,Books,833
Electronics,768,988,Home,829,432,Electronics,522,571,Books,900,755,Sports,866,939,Electronics,862,520,Home,759,506,Electronics,104,57,Books,700,692,Clothing,738,846,Books,754,381,Electronics,417,402,Books,630,141,Clothing,320,623,Electronics,859,308,Electronics,74,467,Electronics,480
Electronics,556,767,Home,425,579,Home,946,218,Sports,426,331,Electronics,468,823,Clothing,691,501,Clothing,926,939,Electronics,523,738,Sports,883,629,Home,999,775,Clothing,7,402,Home,747,366,Clothing,835,488,Sports,844,961,Sports,718,326,Sports,253,376,Electronics,561
Books,948,92,Sports,21,681,Sports,636,595,Books,611,541,Electronics,787,733,Clothing,740,470,Clothing,391,88,Electronics,50,309,Clothing,372,97,Home,892,974,Sports,202,689,Books,484,288,Sports,743,170,Books,648,124,Electronics,932,622,Electronics,566,62,Clothing,60
Electronics,67,469,Sports,688,305,Electronics,951,102,Electronics,588,882,Home,138,577,Home,27,54,Sports,114,381,Sports,73,697,Home,101,21,Electronics,406,590,Books,397,950,Sports,336,397,Home,970,52,Home,529,20,Books,429,706,Clothing,124,434,Sports,339
Home,156,970,Home,56,28,Sports,270,660,Sports,280,263,Sports,178,977,Clothing,839,256,Home,531,326,Sports,69,394,Books,833,643,Sports,150,39,Books,733,390,Books,521,953,Books,865,120,Books,306,82,Clothing,226,369,Electronics,501,699,Sports,981
Electronics,835,155,Home,291,288,Sports,859,941,Clothing,358,49,Sports,802,790,Clothing,514,92,Sports,575,750,Home,110,457,Home,754,526,Books,863,797,Electronics,14,708,Sports,428,760,Sports,258,455,Books,542,504,Sports,443,610,Books,704,833,Home,317
Sports,206,819,Books,812,355,Clothing,539,756,Sports,275,705,Books,104,187,Books,521,912,Sports,515,819,Home,474,303,Clothing,62,802,Home,85,700,Clothing,609,609,Sports,654,362,Electronics,475,715,Clothing,883,661,Books,76,199,Home,130,23,Sports,873
Clothing,786,627,Electronics,807,967,Books,512,300,Sports,759,489,Home,230,858,Books,627,273,Clothing,970,754,Books,120,856,Books,500,239,Books,265,243,Books,776,299,Sports,550,803,Sports,308,300,Sports,147,842,Electronics,991,525,Home,556,128,Sports,142
Sports,155,207,Electronics,655,839,Home,517,786,Clothing,100,263,Home,435,376,Sports,600,40,Books,159,564,Books,247,901,Electronics,22,62,Sports,526,465,Clothing,417,724,Clothing,450,746,Electronics,416,848,Sports,60,297,Home,384,843,Clothing,216,723,Clothing,67
Books,691,81,Clothing,908,981,Books,847,48,Electronics,995,398,Home,840,842,Clothing,412,234,Electronics,943,728,Electronics,483,614,Sports,138,828,Home,541,552,Books,458,795,Clothing,373,384,Home,190,529,Sports,632,779,Electronics,257,303,Books,648,373,Clothing,843
Electronics,509,615,Clothing,373,544,Books,412,331,Electronics,82,784,Clothing,307,392,Electronics,623,305,Home,765,450,Home,890,709,Books,955,580,Electronics,960,186,Home,992,108,Clothing,964,926,Home,873,210,Electronics,563,981,Sports,685,57,Sports,345,23,Electronics,342
Electronics,572,483,Clothing,738,678,Clothing,645,762,Home,808,611,Books,981,247,Electronics,942,488,Books,13,54,Home,374,109,Books,600,390,Sports,259,834,Sports,86,764,Home,272,622,Home,614,7,Electronics,863,369,Books,465,713,Electronics,772,691,Electronics,544
Home,74,965,Sports,8,404,Books,342,729,Home,760,656,Electronics,449,596,Clothing,403,574,Sports,95,296,Electronics,242,492,Clothing,278,214,Sports,560,78,Home,532,896,Home,996,210,Electronics,32,958,Home,272,744,Electronics,576,566,Electronics,909,33,Electronics,698
Electronics,49,592,Sports,124,136,Home,140,235,Electronics,639,853,Home,813,534,Sports,508,787,Electronics,683,527,Clothing,527,589,Home,159,423,Home,894,642,Electronics,909,519,Books,870,613,Clothing,221,127,Electronics,937,698,Clothing,97,789,Electronics,142,721,Books,131
Sports,783,407,Books,758,68,Electronics,264,513,Electronics,256,909,Books,625,441,Books,271,561,Books,713,509,Sports,221,882,Home,402,820,Home,608,966,Sports,284,217,Electronics,183,44,Books,309,902,Books,276,879,Clothing,894,771,Electronics,808,895,Books,799
Books,467,103,Sports,101,154,Sports,827,928,Home,802,338,Books,682,436,Books,258,374,Clothing,659,7,Books,726,430,Sports,120,153,Home,115,240,Electronics,359,97,Books,482,744,Books,322,247,Home,84,857,Books,985,593,Clothing,761,411,Home,97
